PMCID	PMID	Title	Journal	Publication_Date	Image_Number
PMC7085832	32219143	Structural Model for Estimating the Influence of Healthy Lifestyle on Episodic Memory in Adults with Subjective Memory Complaints	BioMed Research International	2020-03-10	1265
PMC8400078	34451138	Enhanced Impact Properties of Hybrid Composites Reinforced by Carbon Fiber and Polyimide Fiber	Polymers	2021-08-05	1266
PMC9453554	36091496	Emotional exhaustion and unhealthy eating among COVID-19 front-line healthcare workers during recuperation: A cross-sectional study	Frontiers in Public Health	2022-08-25	1267
PMC6532572	31156682	PRC2-Mediated H3K27me3 Contributes to Transcriptional Regulation of FIT-Dependent Iron Deficiency Response	Frontiers in Plant Science	2019-05-16	1268
PMC7514696	33266929	The Choice of an Appropriate Information Dissimilarity Measure for Hierarchical Clustering of River Streamflow Time Series, Based on Calculated Lyapunov Exponent and Kolmogorov Measures	Entropy	2019-02-23	1269
PMC8269948	34249068	BEL1-like Homeodomain Protein BLH6a Is a Negative Regulator of  in Sinapyl Alcohol Monolignol Biosynthesis in Poplar	Frontiers in Plant Science	2021-06-25	1270
PMC9054420	35498192	Sign Language Recognition for Arabic Alphabets Using Transfer Learning Technique	Computational Intelligence and Neuroscience	2022-04-22	1271
PMC6027194	29695108	Kinetic Modeling of Corn Fermentation with  Using a Variable Temperature Strategy	Bioengineering	2018-04-24	1272
PMC9050798	35837580	&#x0feff;Tadpole soup: Chinantec caldo de piedra and behavior of )	ZooKeys	2022-04-21	1273
PMC5760504	29354057	miR449a/SIRT1/PGC-1&#x003b1; Is Necessary for Mitochondrial Biogenesis Induced by T-2 Toxin	Frontiers in Pharmacology	2018-01-05	1274
PMC9363131	35958205	Effect of Self- and Inter-Cultivar Grafting on Growth and Nutrient Content in Sweet Basil ( L.)	Frontiers in Plant Science	2022-07-22	1275
PMC9037687	35478848	Predicting Ecological Momentary Assessments in an App for Tinnitus by Learning From Each User's Stream With a Contextual Multi-Armed Bandit	Frontiers in Neuroscience	2022-04-11	1276
PMC6823851	31488510	Global Lysine Crotonylation and 2-Hydroxyisobutyrylation in Phenotypically Different	Molecular &#x00026; Cellular Proteomics : MCP	2019-11-05	1277
PMC7507731	32957930	Genetic risk-factors for anxiety in healthy individuals: polymorphisms in genes important for the HPA axis	BMC Medical Genetics	2020-09-21	1278
PMC9505501	36143543	Femtosecond Laser-Based Micromachining of Rotational-Symmetric Sapphire Workpieces	Materials	2022-09-08	1279
PMC4365561	25848929	Specific pools of endogenous peptides are present in gametophore, protonema, and protoplast cells of the moss	BMC Plant Biology	2015-03-15	1280
PMC5871662	29619005	Presence of Anxiety and Depression Symptoms Affects the First Time Treatment Efficacy and Recurrence of Benign Paroxysmal Positional Vertigo	Frontiers in Neurology	2018-03-21	1281
PMC6879378	31710085	Sevoflurane modulates AQPs (1,5) expression and endoplasmic reticulum stress in mice lung with allergic airway inflammation	Bioscience Reports	2019-11-22	1282
PMC9407876	36011943	Two Years of COVID-19 Pandemic: How the Brazilian Serie A Championship Was Affected by Home Advantage, Performance and Disciplinary Aspects	International Journal of Environmental Research and Public Health	2022-08-19	1283
PMC3748737	23986865	Comparison of Optical versus Ultrasonic Biometry in Keratoconic Eyes	Journal of Ophthalmology	2013-08-05	1284
PMC9549728	35993110	Sensitivity towards  pathway activation in gastric cancer	EMBO Molecular Medicine	2022-08-22	1285
PMC8883590	35237741	Does wearing arthritis gloves help with hand pain and function? A qualitative study into patients&#x02019; views and experiences	Rheumatology Advances in Practice	2022-02-12	1286
PMC4608924	26369914	Novel X-ray image noise reduction technology reduces patient radiation dose while maintaining image quality in coronary angiography	Netherlands Heart Journal	2015-11-14	1287
PMC9508001	34897572	Low blood levels of high-density lipoprotein (HDL) cholesterol are positively associated with cancer	Journal of Cancer Research and Clinical Oncology	2022-12-12	1288
PMC6410417	30717441	Cryptic Secondary Metabolites from the Sponge-Associated Fungus	Marine Drugs	2019-02-03	1289
PMC6749575	31461827	Wavelet-Based Analysis of Physical Activity and Sleep Movement Data from Wearable Sensors among Obese Adults	Sensors (Basel, Switzerland)	2019-08-27	1290
PMC7960707	33723357	High intraluminal pressure promotes vascular inflammation via caveolin-1	Scientific Reports	2021-03-15	1291
PMC5898948	28619956	A longitudinal modelling study estimates acute symptoms of community acquired pneumonia recover to baseline by 10&#x02005;days	The European Respiratory Journal	2017-06-15	1292
PMC9114358	35603206	Roles of m5C RNA Modification Patterns in Biochemical Recurrence and Tumor Microenvironment Characterization of Prostate Adenocarcinoma	Frontiers in Immunology	2022-05-04	1293
PMC3712461	23565666	Eco-evolutionary dynamics in response to selection on life-history	Ecology Letters	2013-06-08	1294
PMC5327426	28240263	miR-21 deficiency inhibits osteoclast function and prevents bone loss in mice	Scientific Reports	2017-02-27	1295
PMC9035822	35479954	Distinct Serum and Fecal Metabolite Profiles Linking With Gut Microbiome in Older Adults With Frailty	Frontiers in Medicine	2022-04-11	1296
PMC7857503	33277360	Multivalent lipid targeting by the calcium-independent C2A domain of synaptotagmin-like protein 4/granuphilin	The Journal of Biological Chemistry	2020-12-10	1297
PMC6987315	32038494	Transcriptional Analysis of Sepsis-Induced Activation and Damage of the Adrenal Endothelial Microvascular Cells	Frontiers in Endocrinology	2020-01-22	1298
PMC8476903	34595112	Beam Angle Optimization for Double-Scattering Proton Delivery Technique Using an Eclipse Application Programming Interface and Convolutional Neural Network	Frontiers in Oncology	2021-09-14	1299
PMC3299776	22428033	A Novel Intravital Method to Evaluate Cerebral Vasospasm in Rat Models of Subarachnoid Hemorrhage: A Study with Synchrotron Radiation Angiography	PLoS ONE	2012-03-12	1300
PMC9545800	35643968	Genomic insights into evolution and control of , a widely distributed myiasis&#x02010;causing fly of warm&#x02010;blooded vertebrates	Molecular Ecology Resources	2022-10-18	1301
PMC9804436	36054792	Rapid restructuring of the odontocete community in an ocean warming hotspot	Global Change Biology	2022-11-23	1302
PMC6660348	31012111	Low dose 100&#x02009;cGy irradiation as a potential therapy for pulmonary hypertension	Journal of Cellular Physiology	2019-11-22	1303
PMC7021308	32059003	A model-based investigation into urban-rural disparities in tuberculosis treatment outcomes under the Revised National Tuberculosis Control Programme in India	PLoS ONE	2020-02-14	1304
PMC7221525	32231013	Comparison of Three Ratiometric Temperature Readings from the Er Upconversion Emission	Nanomaterials	2020-03-28	1305
PMC7711986	32987862	The Influence of Increased Prepregnancy Body Mass Index and Excessive Gestational Weight Gain on Pregnancy Course and Fetal and Maternal Perinatal Outcomes	Healthcare	2020-09-24	1306
PMC6868112	31571122	Mathematical modeling of the glucagon challenge test	Journal of Pharmacokinetics and Pharmacodynamics	2019-09-30	1307
PMC4598787	26343742	Histone Deacetylase Inhibitors Activate Tristetraprolin Expression through Induction of Early Growth Response Protein 1 (EGR1) in Colorectal Cancer Cells	Biomolecules	2015-08-28	1308
PMC6342857	30414096	The consistency of neuropathological diagnoses in patients undergoing surgery for suspected recurrence of glioblastoma	Journal of Neuro-Oncology	2019-11-09	1309
PMC8909809	35268196	Feeding Fiber-Bound Polyphenol Ingredients at Different Levels Modulates Colonic Postbiotics to Improve Gut Health in Dogs	Animals : an Open Access Journal from MDPI	2022-03-02	1310
PMC9737345	36500611	[M] (M = Mn, Co) Chain and Trimer Complexes: Synthesis, Crystal Structure, Non-Covalent Interactions and Magnetic Properties	Molecules	2022-12-03	1311
PMC9074281	35524328	Contributing factors to healthcare costs in individuals with autism spectrum disorder: a systematic review	BMC Health Services Research	2022-05-06	1312
PMC3915673	24649267	Serum thymidine kinase 1 levels predict cancer-free survival following neoadjuvant, surgical and adjuvant treatment of patients with locally advanced breast cancer	Molecular and Clinical Oncology	2013-09-19	1313
PMC4673276	26025929	Identification of epidermal growth factor receptor and its inhibitory microRNA141 as novel targets of Kr&#x000fc;ppel-like factor 8 in breast cancer	Oncotarget	2015-05-27	1314
PMC3692535	23825593	Urgent Ultrasound Guided Hemodynamic Assessments by a Pediatric Medical Emergency Team: A Pilot Study	PLoS ONE	2013-06-25	1315
PMC6535847	31214612	Biochemical and Biological Profile of Parotoid Secretion of the Amazonian (Anura: Bufonidae)	BioMed Research International	2019-02-21	1316
PMC7688153	33237923	Ectopic ACTH syndrome of different origin&#x02014;Diagnostic approach and clinical outcome. Experience of one Clinical Centre	PLoS ONE	2020-11-25	1317
PMC9061993	35517863	N-3 Polyunsaturated Fatty Acid Dehydrogenase Fat-1 Regulates Mitochondrial Energy Metabolism by Altering DNA Methylation in Isolated Cells of Transgenic Cattle	Frontiers in Molecular Biosciences	2022-04-19	1318
PMC8896682	35245322	Core motifs predict dynamic attractors in combinatorial threshold-linear networks	PLoS ONE	2022-03-04	1319
PMC9483439	36117330	Testosterone status following short&#x02010;term, severe energy deficit is associated with fat&#x02010;free mass loss in U.S. Marines	Physiological Reports	2022-09-18	1320
PMC8985661	35050657	Structural and functional insight into the regulation of kinesin-1 by microtubule associated protein MAP7	Science (New York, N.Y.)	2022-01-21	1321
PMC8777615	35055351	Cognitive Reserve in Early Manifest Huntington Disease Patients: Leisure Time Is Associated with Lower Cognitive and Functional Impairment	Journal of Personalized Medicine	2022-01-03	1322
PMC8066782	33915767	Effectiveness of Antipsychotics in Reducing Suicidal Ideation: Possible Physiologic Mechanisms	Healthcare	2021-04-01	1323
PMC5360275	27814025	Stem Cell Extracellular Vesicles: Extended Messages of Regeneration	Annual review of pharmacology and toxicology	2017-01-06	1324
PMC9497844	36140921	Use of High Oleic Palm Oils in Fluid Shortenings and Effect on Physical Properties of Cookies	Foods	2022-09-10	1325
PMC8137091	34011068	Delta neutrophil index and symptomatic time are effective factors for predicting perforated appendicitis	Medicine	2021-05-21	1326
PMC8281033	34276587	AmpliCoV: Rapid Whole-Genome Sequencing Using Multiplex PCR Amplification and Real-Time Oxford Nanopore MinION Sequencing Enables Rapid Variant Identification of SARS-CoV-2	Frontiers in Microbiology	2021-07-01	1327
PMC8170785	34074345	Comparative study on the antituberculous effect and mechanism of the traditional Chinese medicines NiuBeiXiaoHe extract and JieHeWan	Military Medical Research	2021-06-02	1328
PMC7540596	31860120	Fair regression for health care spending	Biometrics	2020-09-06	1329
PMC3793677	24109264	Tetra&#x000ad;kis(&#x003bc;-3-chloro&#x000ad;benzoato-&#x003ba;)copper(II)]	Acta Crystallographica Section E: Structure Reports Online	2013-07-03	1330
PMC4468113	26076381	Follistatin288 Regulates Germ Cell Cyst Breakdown and Primordial Follicle Assembly in the Mouse Ovary	PLoS ONE	2015-06-15	1331
PMC9025732	35456910	Identification of the Wheat ( Gene Family and an Expression Analysis of Candidate Genes Associated with Seed Dormancy and Germination	International Journal of Molecular Sciences	2022-04-07	1332
PMC5732251	29247164	Heatwaves&#x000a0;diminish the survival of a subtidal gastropod through reduction in energy budget and depletion of energy reserves	Scientific Reports	2017-12-15	1333
PMC4069719	25009506	Traditional games resulted in post-exercise hypotension and a lower cardiovascular response to the cold pressor test in healthy children	Frontiers in Physiology	2014-06-25	1334
PMC5366944	28345617	Stimulation of adult hippocampal neurogenesis by physical exercise and enriched environment is disturbed in a CADASIL mouse model	Scientific Reports	2017-03-27	1335
PMC8864737	34117752	WormPaths:  metabolic pathway annotation and visualization	Genetics	2021-06-12	1336
PMC7284702	32456005	A Facile Fabrication of Biodegradable and Biocompatible Cross-Linked Gelatin as Screen Printing Substrates	Polymers	2020-05-22	1337
PMC5358474	27396386	Disrupted salience network functional connectivity and white-matter microstructure in persons at risk for psychosis: findings from the LYRIKS study	Psychological Medicine	2016-10-11	1338
PMC6466236	30871185	Analysis of Further Education Students&#x02019; Attitudes Regarding Environmental Pollution. A Case Study in Granada	International Journal of Environmental Research and Public Health	2019-03-13	1339
PMC5996442	30002741	Incidence and Comorbidity of Dementia with Lewy Bodies: A Population-Based Cohort Study	Behavioural Neurology	2018-05-29	1340
PMC9273583	35459933	Fragile, unfaithful and persistent Ys&#x02014;on how meiosis can shape sex chromosome evolution	Heredity	2022-07-22	1341
PMC8504591	34554635	Method to measure the size of a radiographic field larger than a detector by imaging fluorescence X&#x02010;rays with a slit camera	Journal of Applied Clinical Medical Physics	2021-09-23	1342
PMC8068004	33917204	Root Endophytism by  Affects Defense-Gene Expression in Leaves of Monocot and Dicot Hosts under Multiple Biotic Interactions	Plants	2021-04-07	1343
